word_id,word_original,NAME,LOCATION,NATION,MARKET,DATE,TIME,PRICE,GOD,labels,word,POS
SB_J_130.8.22,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.8.23,payementes,O,O,O,O,O,O,O,O,O,payementes,NOUN
SB_J_130.8.24,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.8.25,Paske,O,O,O,B,O,O,O,O,MARKET-B,Paske,PROPN
SB_J_130.8.26,"marte,",O,O,O,I,O,O,O,O,MARKET-I,marte,INTJ
SB_J_130.8.26.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.8.27,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.8.28,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_130.8.29,moche,O,O,O,O,O,O,O,O,O,moche,PROPN
SB_J_130.8.30,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_130.8.31,shal,O,O,O,O,O,O,O,O,O,shal,PROPN
SB_J_130.8.32,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.8.33,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.8.34,"surplusage,",O,O,O,O,O,O,O,O,O,surplusage,NOUN
SB_J_130.8.34.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.8.35,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.8.36,dettes,O,O,O,O,O,O,O,O,O,dettes,NOUN
SB_J_130.8.37,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.8.38,Paske,O,O,O,B,O,O,O,O,MARKET-B,Paske,PROPN
SB_J_130.8.39,"paid,",O,O,O,O,O,O,O,O,O,paid,VERB
SB_J_130.8.39.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.8.40,shulld,O,O,O,O,O,O,O,O,O,shulld,NOUN
SB_J_130.8.41,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.8.42,delyvered,O,O,O,O,O,O,O,O,O,delyvered,VERB
SB_J_130.8.43,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.8.44,the,O,O,O,O,O,B,O,O,TIME-B,the,PRON
SB_J_130.8.45,same,O,O,O,O,O,I,O,O,TIME-I,same,ADJ
SB_J_130.8.46,"daye,",O,O,O,O,O,I,O,O,TIME-I,daye,NOUN
SB_J_130.8.46.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.8.47,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.8.48,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.8.49,trust,O,O,O,O,O,O,O,O,O,trust,NOUN
SB_J_130.8.50,is,O,O,O,O,O,O,O,O,O,is,AUX
SB_J_130.8.51,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.8.52,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.8.53,nowgh,O,O,O,O,O,O,O,O,O,nowgh,NOUN
SB_J_130.8.54,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.8.55,serve,O,O,O,O,O,O,O,O,O,serve,VERB
SB_J_130.8.56,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.8.57,purposes,O,O,O,O,O,O,O,O,O,purposes,NOUN
SB_J_130.8.58,untill,O,O,O,O,O,O,O,O,O,untill,NOUN
SB_J_130.8.59,Bartilmewtyde.,O,O,O,O,B,O,O,O,DATE-B,Bartilmewtyde,PROPN
SB_J_130.8.59.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.9.0,And,O,O,O,O,O,O,O,O,O,And,CCONJ
SB_J_130.9.1,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.9.2,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.9.3,rest,O,O,O,O,O,O,O,O,O,rest,NOUN
SB_J_130.9.4,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.9.5,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.9.6,wulles,O,O,O,O,O,O,O,O,O,wulles,NOUN
SB_J_130.9.7,"unsold,",O,O,O,O,O,O,O,O,O,unsold,ADJ
SB_J_130.9.7.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.8,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.9.9,trust,O,O,O,O,O,O,O,O,O,trust,NOUN
SB_J_130.9.10,ye,O,O,O,O,O,O,O,O,O,ye,ADJ
SB_J_130.9.11,wil,O,O,O,O,O,O,O,O,O,wil,PROPN
SB_J_130.9.12,not,O,O,O,O,O,O,O,O,O,not,PART
SB_J_130.9.13,excede,O,O,O,O,O,O,O,O,O,excede,NOUN
SB_J_130.9.14,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.9.15,"commission,",O,O,O,O,O,O,O,O,O,commission,NOUN
SB_J_130.9.15.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.16,but,O,O,O,O,O,O,O,O,O,but,CCONJ
SB_J_130.9.17,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.9.18,doo,O,O,O,O,O,O,O,O,O,doo,VERB
SB_J_130.9.19,rather,O,O,O,O,O,O,O,O,O,rather,ADV
SB_J_130.9.20,"better,",O,O,O,O,O,O,O,O,O,better,ADV
SB_J_130.9.20.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.21,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.9.22,wulles,O,O,O,O,O,O,O,O,O,wulles,NOUN
SB_J_130.9.23,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.9.24,thynck,O,O,O,O,O,O,O,O,O,thynck,NOUN
SB_J_130.9.25,wer,O,O,O,O,O,O,O,O,O,wer,NOUN
SB_J_130.9.26,never,O,O,O,O,O,O,O,O,O,never,ADV
SB_J_130.9.27,soo,O,O,O,O,O,O,O,O,O,soo,VERB
SB_J_130.9.28,dere,O,O,O,O,O,O,O,O,O,dere,ADV
SB_J_130.9.29,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_130.9.30,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.9.31,wil,O,O,O,O,O,O,O,O,O,wil,PROPN
SB_J_130.9.32,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.9.33,this,O,O,O,O,O,O,O,O,O,this,PRON
SB_J_130.9.34,yere,O,O,O,O,O,O,O,O,O,yere,ADV
SB_J_130.9.35,here,O,O,O,O,O,O,O,O,O,here,ADV
SB_J_130.9.36,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.9.37,all,O,O,O,O,O,O,O,O,O,all,PRON
SB_J_130.9.38,places.,O,O,O,O,O,O,O,O,O,places,NOUN
SB_J_130.9.38.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.9.39,My,O,O,O,O,O,O,O,O,O,My,PRON
SB_J_130.9.40,trust,O,O,O,O,O,O,O,O,O,trust,NOUN
SB_J_130.9.41,is,O,O,O,O,O,O,O,O,O,is,AUX
SB_J_130.9.42,ye,O,O,O,O,O,O,O,O,O,ye,ADJ
SB_J_130.9.43,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.9.44,throwgh,O,O,O,O,O,O,O,O,O,throwgh,PROPN
SB_J_130.9.45,with,O,O,O,O,O,O,O,O,O,with,ADP
SB_J_130.9.46,Lawnd,B,O,O,O,O,O,O,O,NAME-B,Lawnd,VERB
SB_J_130.9.47,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.9.48,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.9.49,made,O,O,O,O,O,O,O,O,O,made,VERB
SB_J_130.9.50,writtynges,O,O,O,O,O,O,O,O,O,writtynges,NOUN
SB_J_130.9.51,with,O,O,O,O,O,O,O,O,O,with,ADP
SB_J_130.9.52,"Rose,",B,O,O,O,O,O,O,O,NAME-B,Rose,PROPN
SB_J_130.9.52.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.53,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.9.54,encoraged,O,O,O,O,O,O,O,O,O,encoraged,VERB
SB_J_130.9.55,hym,O,O,O,O,O,O,O,O,O,hym,NOUN
SB_J_130.9.56,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.9.57,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.9.58,"doing,",O,O,O,O,O,O,O,O,O,doing,VERB
SB_J_130.9.58.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.59,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.9.60,"loke,",O,O,O,O,O,O,O,O,O,loke,PROPN
SB_J_130.9.60.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.9.61,what,O,O,O,O,O,O,O,O,O,what,PRON
SB_J_130.9.62,we,O,O,O,O,O,O,O,O,O,we,PRON
SB_J_130.9.63,forsake,O,O,O,O,O,O,O,O,O,forsake,VERB
SB_J_130.9.64,other,O,O,O,O,O,O,O,O,O,other,ADJ
SB_J_130.9.65,will,O,O,O,O,O,O,O,O,O,will,AUX
SB_J_130.9.66,have.,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.9.66.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.10.0,William,B,O,O,O,O,O,O,O,NAME-B,William,PROPN
SB_J_130.10.1,Burye,I,O,O,O,O,O,O,O,NAME-I,Burye,PROPN
SB_J_130.10.2,hathe,O,O,O,O,O,O,O,O,O,hathe,ADJ
SB_J_130.10.3,bawght,O,O,O,O,O,O,O,O,O,bawght,NOUN
SB_J_130.10.4,Tayller's,B,O,O,O,O,O,O,O,NAME-B,Tayller's,PROPN
SB_J_130.10.5,felles,O,O,O,O,O,O,O,O,O,felles,VERB
SB_J_130.10.6,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.10.7,"Wellyngboro,",O,B,O,O,O,O,O,O,LOCATION-B,Wellyngboro,PROPN
SB_J_130.10.7.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.10.8,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.10.9,woolld,O,O,O,O,O,O,O,O,O,woolld,PROPN
SB_J_130.10.10,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.10.11,had,O,O,O,O,O,O,O,O,O,had,VERB
SB_J_130.10.12,"Grene's,",B,O,O,O,O,O,O,O,NAME-B,Grene's,PROPN
SB_J_130.10.12.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.10.13,but,O,O,O,O,O,O,O,O,O,but,CCONJ
SB_J_130.10.14,he,O,O,O,O,O,O,O,O,O,he,PRON
SB_J_130.10.15,stayethe,O,O,O,O,O,O,O,O,O,stayethe,PRON
SB_J_130.10.16,apon,O,O,O,O,O,O,O,O,O,apon,ADV
SB_J_130.10.17,"me,",O,O,O,O,O,O,O,O,O,me,PRON
SB_J_130.10.17.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.10.18,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.10.19,Damport,B,O,O,O,O,O,O,O,NAME-B,Damport,NOUN
SB_J_130.10.20,"lyckewyse,",O,O,O,O,O,O,O,O,O,lyckewyse,NOUN
SB_J_130.10.20.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.10.21,so,O,O,O,O,O,O,O,O,O,so,ADV
SB_J_130.10.22,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_130.10.23,on,O,O,O,O,O,O,O,O,O,on,ADP
SB_J_130.10.24,Mondaye,O,O,O,O,O,B,O,O,TIME-B,Mondaye,NOUN
SB_J_130.10.25,or,O,O,O,O,O,I,O,O,TIME-I,or,CCONJ
SB_J_130.10.26,Tewsdaye,O,O,O,O,O,I,O,O,TIME-I,Tewsdaye,NOUN
SB_J_130.10.27,next,O,O,O,O,O,I,O,O,TIME-I,next,ADV
SB_J_130.10.28,boothe,O,O,O,O,O,O,O,O,O,boothe,VERB
SB_J_130.10.29,theis,O,O,O,O,O,O,O,O,O,theis,PROPN
SB_J_130.10.30,shal,O,O,O,O,O,O,O,O,O,shal,PROPN
SB_J_130.10.31,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.10.32,seen,O,O,O,O,O,O,O,O,O,seen,VERB
SB_J_130.10.33,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.10.34,th'uttermoost,O,O,O,O,O,O,O,O,O,th'uttermoost,PROPN
SB_J_130.10.35,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.10.36,ther,O,O,O,O,O,O,O,O,O,ther,PROPN
SB_J_130.10.37,myndes,O,O,O,O,O,O,O,O,O,myndes,NOUN
SB_J_130.10.38,known.,O,O,O,O,O,O,O,O,O,known,VERB
SB_J_130.10.38.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.10.39,The,O,O,O,O,O,O,O,O,O,The,PRON
SB_J_130.10.40,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.10.41,above,O,O,O,O,O,O,O,O,O,above,ADP
SB_J_130.10.42,vj,O,O,O,O,O,O,O,O,O,vj,ADV
SB_J_130.10.43,Ml.,O,O,O,O,O,O,O,O,O,Ml,NOUN
SB_J_130.10.43.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.10.44,felles.,O,O,O,O,O,O,O,O,O,felles,VERB
SB_J_130.10.44.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.10.45,Grene,B,O,O,O,O,O,O,O,NAME-B,Grene,PROPN
SB_J_130.10.46,sent,O,O,O,O,O,O,O,O,O,sent,VERB
SB_J_130.10.47,me,O,O,O,O,O,O,O,O,O,me,PRON
SB_J_130.10.48,woord,O,O,O,O,O,O,O,O,O,woord,NOUN
SB_J_130.10.49,he,O,O,O,O,O,O,O,O,O,he,PRON
SB_J_130.10.50,was,O,O,O,O,O,O,O,O,O,was,AUX
SB_J_130.10.51,offred,O,O,O,O,O,O,O,O,O,offred,VERB
SB_J_130.10.52,xiiij,O,O,O,O,O,O,B,O,PRICE-B,xiiij,PROPN
SB_J_130.10.53,nobles,O,O,O,O,O,O,I,O,PRICE-I,nobles,NOUN
SB_J_130.10.54,pour,O,O,O,O,O,O,O,O,O,pour,VERB
SB_J_130.10.55,C.,O,O,O,O,O,O,O,O,O,C,NOUN
SB_J_130.10.55.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.10.56,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.10.57,wil,O,O,O,O,O,O,O,O,O,wil,PROPN
SB_J_130.10.58,do,O,O,O,O,O,O,O,O,O,do,VERB
SB_J_130.10.59,what,O,O,O,O,O,O,O,O,O,what,PRON
SB_J_130.10.60,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.10.61,can,O,O,O,O,O,O,O,O,O,can,AUX
SB_J_130.10.62,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.10.63,staye,O,O,O,O,O,O,O,O,O,staye,NOUN
SB_J_130.10.64,all.,O,O,O,O,O,O,O,O,O,all,PRON
SB_J_130.10.64.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.11.0,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.11.1,entend,O,O,O,O,O,O,O,O,O,entend,VERB
SB_J_130.11.2,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.11.3,desyre,O,O,O,O,O,O,O,O,O,desyre,PROPN
SB_J_130.11.4,Mr.,B,O,O,O,O,O,O,O,NAME-B,Mr,PROPN
SB_J_130.11.4.1,,I,O,O,O,O,O,O,O,NAME-I,.,PUNCT
SB_J_130.11.5,Smyth,I,O,O,O,O,O,O,O,NAME-I,Smyth,NOUN
SB_J_130.11.6,hither,O,O,O,O,O,O,O,O,O,hither,CCONJ
SB_J_130.11.7,this,O,O,O,O,O,O,O,O,O,this,PRON
SB_J_130.11.8,next,O,O,O,O,O,O,O,O,O,next,ADV
SB_J_130.11.9,"weeke,",O,O,O,O,O,O,O,O,O,weeke,ADJ
SB_J_130.11.9.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.11.10,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.11.11,he,O,O,O,O,O,O,O,O,O,he,PRON
SB_J_130.11.12,writtes,O,O,O,O,O,O,O,O,O,writtes,NOUN
SB_J_130.11.13,he,O,O,O,O,O,O,O,O,O,he,PRON
SB_J_130.11.14,woolld,O,O,O,O,O,O,O,O,O,woolld,PROPN
SB_J_130.11.15,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.11.16,at,O,O,O,O,O,O,O,O,O,at,ADP
SB_J_130.11.17,home,O,O,O,O,O,O,O,O,O,home,NOUN
SB_J_130.11.18,by,O,O,O,O,O,O,O,O,O,by,ADP
SB_J_130.11.19,"Whitsontyde,",O,O,O,O,B,O,O,O,DATE-B,Whitsontyde,NOUN
SB_J_130.11.19.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.11.20,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.11.21,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.11.22,his,O,O,O,O,O,O,O,O,O,his,PRON
SB_J_130.11.23,absens,O,O,O,O,O,O,O,O,O,absens,NOUN
SB_J_130.11.24,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.11.25,put,O,O,O,O,O,O,O,O,O,put,VERB
SB_J_130.11.26,your,B,O,O,O,O,O,O,O,NAME-B,your,PRON
SB_J_130.11.27,brother,I,O,O,O,O,O,O,O,NAME-I,brother,NOUN
SB_J_130.11.28,Ottwell,I,O,O,O,O,O,O,O,NAME-I,Ottwell,NOUN
SB_J_130.11.29,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.11.30,paynes.,O,O,O,O,O,O,O,O,O,paynes,NOUN
SB_J_130.11.30.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.12.0,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.12.1,preye,O,O,O,O,O,O,O,O,O,preye,NOUN
SB_J_130.12.2,"youe,",O,O,O,O,O,O,O,O,O,youe,NOUN
SB_J_130.12.2.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.12.3,as,O,O,O,O,O,O,O,O,O,as,ADP
SB_J_130.12.4,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.12.5,woorld,O,O,O,O,O,O,O,O,O,woorld,NOUN
SB_J_130.12.6,goyth,O,O,O,O,O,O,O,O,O,goyth,NOUN
SB_J_130.12.7,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.12.8,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.12.9,your,O,O,O,O,O,O,O,O,O,your,PRON
SB_J_130.12.10,procedynges,O,O,O,O,O,O,O,O,O,procedynges,NOUN
SB_J_130.12.11,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.12.12,newys,O,O,O,O,O,O,O,O,O,newys,PROPN
SB_J_130.12.13,with,O,O,O,O,O,O,O,O,O,with,ADP
SB_J_130.12.14,"youe,",O,O,O,O,O,O,O,O,O,youe,NOUN
SB_J_130.12.14.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.12.15,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.12.16,advertise,O,O,O,O,O,O,O,O,O,advertise,VERB
SB_J_130.12.17,me,O,O,O,O,O,O,O,O,O,me,PRON
SB_J_130.12.18,parte.,O,O,O,O,O,O,O,O,O,parte,NOUN
SB_J_130.12.18.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.12.19,This,O,O,O,O,O,B,O,O,TIME-B,This,PRON
SB_J_130.12.20,weeke,O,O,O,O,O,I,O,O,TIME-I,weeke,ADJ
SB_J_130.12.21,Mr.,B,O,O,O,O,O,O,O,NAME-B,Mr,PROPN
SB_J_130.12.21.1,,I,O,O,O,O,O,O,O,NAME-I,.,PUNCT
SB_J_130.12.22,Tom,I,O,O,O,O,O,O,O,NAME-I,Tom,PROPN
SB_J_130.12.23,Burye,I,O,O,O,O,O,O,O,NAME-I,Burye,PROPN
SB_J_130.12.24,was,O,O,O,O,O,O,O,O,O,was,AUX
SB_J_130.12.25,"here,",O,O,O,O,O,O,O,O,O,here,ADV
SB_J_130.12.25.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.12.26,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.12.27,sayth,O,O,O,O,O,O,O,O,O,sayth,ADV
SB_J_130.12.28,owre,O,O,O,O,O,O,O,O,O,owre,PROPN
SB_J_130.12.29,matters,O,O,O,O,O,O,O,O,O,matters,NOUN
SB_J_130.12.30,with,O,O,O,O,O,O,O,O,O,with,ADP
SB_J_130.12.31,th'Emperowre,B,O,O,O,O,O,O,O,NAME-B,th'Emperowre,PROPN
SB_J_130.12.32,arre,O,O,O,O,O,O,O,O,O,arre,NOUN
SB_J_130.12.33,moche,O,O,O,O,O,O,O,O,O,moche,PROPN
SB_J_130.12.34,"dowbtted,",O,O,O,O,O,O,O,O,O,dowbtted,VERB
SB_J_130.12.34.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.12.35,he,O,O,O,O,O,O,O,O,O,he,PRON
SB_J_130.12.36,usyth,O,O,O,O,O,O,O,O,O,usyth,VERB
SB_J_130.12.37,soche,O,O,O,O,O,O,O,O,O,soche,PROPN
SB_J_130.12.38,extremityes,O,O,O,O,O,O,O,O,O,extremityes,VERB
SB_J_130.12.39,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.12.40,burnynges,O,O,O,O,O,O,O,O,O,burnynges,NOUN
SB_J_130.12.41,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.12.42,ponyshyng,O,O,O,O,O,O,O,O,O,ponyshyng,VERB
SB_J_130.12.43,all,O,O,O,O,O,O,O,O,O,all,PRON
SB_J_130.12.44,ayenst,O,O,O,O,O,O,O,O,O,ayenst,PROPN
SB_J_130.12.45,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.12.46,Papyshe,O,O,O,O,O,O,O,O,O,Papyshe,NOUN
SB_J_130.12.47,sekt;,O,O,O,O,O,O,O,O,O,sekt,NOUN
SB_J_130.12.47.1,,O,O,O,O,O,O,O,O,O,;,PUNCT
SB_J_130.12.48,therffore,O,O,O,O,O,O,O,O,O,therffore,VERB
SB_J_130.12.49,use,O,O,O,O,O,O,O,O,O,use,VERB
SB_J_130.12.50,your,O,O,O,O,O,O,O,O,O,your,PRON
SB_J_130.12.51,doinges,O,O,O,O,O,O,O,O,O,doinges,NOUN
SB_J_130.12.52,acordynglye.,O,O,O,O,O,O,O,O,O,acordynglye,NOUN
SB_J_130.12.52.1,,O,O,O,O,O,O,O,O,O,.,PUNCT
SB_J_130.13.0,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.13.1,perceyve,O,O,O,O,O,O,O,O,O,perceyve,PROPN
SB_J_130.13.2,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_130.13.3,Mr.,B,O,O,O,O,O,O,O,NAME-B,Mr,PROPN
SB_J_130.13.3.1,,I,O,O,O,O,O,O,O,NAME-I,.,PUNCT
SB_J_130.13.4,Hollys',I,O,O,O,O,O,O,O,NAME-I,Hollys,NOUN
SB_J_130.13.4.1,,O,O,O,O,O,O,O,O,O,',PUNCT
SB_J_130.13.5,x,O,O,O,O,O,O,O,O,O,x,VERB
SB_J_130.13.6,poketes,O,O,O,O,O,O,O,O,O,poketes,NOUN
SB_J_130.13.7,old,O,O,O,O,O,O,O,O,O,old,ADJ
SB_J_130.13.8,I,O,O,O,O,O,O,O,O,O,I,PRON
SB_J_130.13.9,must,O,O,O,O,O,O,O,O,O,must,AUX
SB_J_130.13.10,paye,O,O,O,O,O,O,O,O,O,paye,NOUN
SB_J_130.13.11,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.13.12,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.13.13,these,O,O,O,O,O,O,O,O,O,these,PRON
SB_J_130.13.14,"paymentes,",O,O,O,O,O,O,O,O,O,paymentes,NOUN
SB_J_130.13.14.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.13.15,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.13.16,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.13.17,monneye,O,O,O,O,O,O,O,O,O,monneye,NOUN
SB_J_130.13.18,for,O,O,O,O,O,O,O,O,O,for,ADP
SB_J_130.13.19,them,O,O,O,O,O,O,O,O,O,them,PRON
SB_J_130.13.20,and,O,O,O,O,O,O,O,O,O,and,CCONJ
SB_J_130.13.21,myne,O,O,O,O,O,O,O,O,O,myne,VERB
SB_J_130.13.22,ys,O,O,O,O,O,O,O,O,O,ys,ADJ
SB_J_130.13.23,all,O,O,O,O,O,O,O,O,O,all,PRON
SB_J_130.13.24,dew,O,O,O,O,O,O,O,O,O,dew,NOUN
SB_J_130.13.25,at,O,O,O,O,O,O,O,O,O,at,ADP
SB_J_130.13.26,sight,O,O,O,O,O,O,O,O,O,sight,NOUN
SB_J_130.13.27,but,O,O,O,O,O,O,O,O,O,but,CCONJ
SB_J_130.13.28,Lli,O,O,O,O,O,O,B,O,PRICE-B,Lli,PROPN
SB_J_130.13.29,in,O,O,O,O,O,O,O,O,O,in,ADP
SB_J_130.13.30,the,O,O,O,O,O,O,O,O,O,the,PRON
SB_J_130.13.31,"payementes,",O,O,O,O,O,O,O,O,O,payementes,NOUN
SB_J_130.13.31.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.13.32,so,O,O,O,O,O,O,O,O,O,so,ADV
SB_J_130.13.33,that,O,O,O,O,O,O,O,O,O,that,PRON
SB_J_130.13.34,althowgh,O,O,O,O,O,O,O,O,O,althowgh,PROPN
SB_J_130.13.35,Robert,B,O,O,O,O,O,O,O,NAME-B,Robert,PROPN
SB_J_130.13.36,Tempest,I,O,O,O,O,O,O,O,NAME-I,Tempest,PROPN
SB_J_130.13.37,have,O,O,O,O,O,O,O,O,O,have,VERB
SB_J_130.13.38,made,O,O,O,O,O,O,O,O,O,made,VERB
SB_J_130.13.39,over,O,O,O,O,O,O,O,O,O,over,ADP
SB_J_130.13.40,my,O,O,O,O,O,O,O,O,O,my,PRON
SB_J_130.13.41,monneye,O,O,O,O,O,O,O,O,O,monneye,NOUN
SB_J_130.13.42,dew,O,O,O,O,O,O,O,O,O,dew,NOUN
SB_J_130.13.43,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.13.44,rest,O,O,O,O,O,O,O,O,O,rest,NOUN
SB_J_130.13.45,of,O,O,O,O,O,O,O,O,O,of,ADP
SB_J_130.13.46,"Cold,",O,O,O,B,O,O,O,O,MARKET-B,Cold,ADJ
SB_J_130.13.46.1,,O,O,O,O,O,O,O,O,O,",",PUNCT
SB_J_130.13.47,yet,O,O,O,O,O,O,O,O,O,yet,ADV
SB_J_130.13.48,ye,O,O,O,O,O,O,O,O,O,ye,ADJ
SB_J_130.13.49,maye,O,O,O,O,O,O,O,O,O,maye,NOUN
SB_J_130.13.50,be,O,O,O,O,O,O,O,O,O,be,AUX
SB_J_130.13.51,bolld,O,O,O,O,O,O,O,O,O,bolld,NOUN
SB_J_130.13.52,to,O,O,O,O,O,O,O,O,O,to,PART
SB_J_130.13.53,make,O,O,O,O,O,O,O,O,O,make,VERB
