free_annotations._id	free_annotations.annotations.NER	free_annotations.span	letters._id
f.SB_J_232.305_306	NAME	305/306	SB_J_232
f.SB_J_232.319_320	TIME	319/320	SB_J_232
f.SB_J_232.328_329	NAME	328/329	SB_J_232
f.SB_J_232.341_341	NAME	341/341	SB_J_232
f.SB_J_232.346_346	LOCATION	346/346	SB_J_232
f.SB_J_232.367_367	LOCATION	367/367	SB_J_232
f.SB_J_232.394_396	PRICE	394/396	SB_J_232
f.SB_J_232.399_401	NAME	399/401	SB_J_232
f.SB_J_232.405_407	NAME	405/407	SB_J_232
f.SB_J_232.409_411	NAME	409/411	SB_J_232
f.SB_J_232.417_418	MARKET	417/418	SB_J_232
f.SB_J_232.446_446	GOD	446/446	SB_J_232
f.SB_J_232.462_463	NAME	462/463	SB_J_232
f.SB_J_118.370_372	NAME	370/372	SB_J_118
f.SB_J_143.1_2	NAME	1/2	SB_J_143
f.SB_J_143.4_5	NAME	4/5	SB_J_143
f.SB_J_143.8_8	LOCATION	8/8	SB_J_143
f.SB_J_143.10_13	DATE	10/13	SB_J_143
f.SB_J_143.22_25	DATE	22/25	SB_J_143
f.SB_J_143.29_29	TIME	29/29	SB_J_143
f.SB_J_143.31_32	NAME	31/32	SB_J_143
f.SB_J_143.53_53	LOCATION	53/53	SB_J_143
f.SB_J_143.61_61	GOD	61/61	SB_J_143
f.SB_J_143.81_82	TIME	81/82	SB_J_143
f.SB_J_143.112_113	NAME	112/113	SB_J_143
f.SB_J_143.109_109	LOCATION	109/109	SB_J_143
f.SB_J_143.118_118	LOCATION	118/118	SB_J_143
f.SB_J_143.134_134	NAME	134/134	SB_J_143
f.SB_J_143.164_164	GOD	164/164	SB_J_143
f.SB_J_143.198_199	PRICE	198/199	SB_J_143
f.SB_J_143.204_205	NAME	204/205	SB_J_143
f.SB_J_143.213_213	LOCATION	213/213	SB_J_143
f.SB_J_143.215_216	DATE	215/216	SB_J_143
f.SB_J_143.220_220	NAME	220/220	SB_J_143
f.SB_J_143.222_222	LOCATION	222/222	SB_J_143
f.SB_J_143.224_225	TIME	224/225	SB_J_143
f.SB_J_143.229_230	PRICE	229/230	SB_J_143
f.SB_J_143.242_242	NAME	242/242	SB_J_143
f.SB_J_143.263_266	TIME	263/266	SB_J_143
f.SB_J_143.310_311	PRICE	310/311	SB_J_143
f.SB_J_143.280_280	DATE	280/280	SB_J_143
f.SB_J_143.336_337	PRICE	336/337	SB_J_143
f.SB_J_143.340_341	NAME	340/341	SB_J_143
f.SB_J_143.345_346	TIME	345/346	SB_J_143
f.SB_J_143.350_351	PRICE	350/351	SB_J_143
f.SB_J_143.363_364	NAME	363/364	SB_J_143
f.SB_J_143.366_366	LOCATION	366/366	SB_J_143
f.SB_J_143.381_382	TIME	381/382	SB_J_143
f.SB_J_143.399_400	PRICE	399/400	SB_J_143
f.SB_J_143.404_405	NAME	404/405	SB_J_143
f.SB_J_143.407_408	NAME	407/408	SB_J_143
f.SB_J_143.409_409	PRICE	409/409	SB_J_143
f.SB_J_143.412_412	PRICE	412/412	SB_J_143
f.SB_J_143.415_416	TIME	415/416	SB_J_143
f.SB_J_143.418_418	TIME	418/418	SB_J_143
f.SB_J_143.423_425	NAME	423/425	SB_J_143
f.SB_J_143.429_430	NAME	429/430	SB_J_143
f.SB_J_143.455_456	NAME	455/456	SB_J_143
f.SB_J_143.458_459	PRICE	458/459	SB_J_143
f.SB_J_143.463_463	LOCATION	463/463	SB_J_143
f.SB_J_143.473_474	NAME	473/474	SB_J_143
f.SB_J_143.498_499	TIME	498/499	SB_J_143
f.SB_J_143.509_510	TIME	509/510	SB_J_143
f.SB_J_143.555_555	LOCATION	555/555	SB_J_143
f.SB_J_143.581_581	TIME	581/581	SB_J_143
f.SB_J_143.621_621	PRICE	621/621	SB_J_143
f.SB_J_143.623_623	PRICE	623/623	SB_J_143
f.SB_J_143.632_632	GOD	632/632	SB_J_143
f.SB_J_143.651_652	NAME	651/652	SB_J_143
f.SB_J_143.664_664	LOCATION	664/664	SB_J_143
f.SB_J_143.666_667	NAME	666/667	SB_J_143
f.SB_J_143.686_687	NAME	686/687	SB_J_143
f.SB_J_143.693_693	LOCATION	693/693	SB_J_143
f.SB_J_143.698_698	LOCATION	698/698	SB_J_143
f.SB_J_143.700_700	DATE	700/700	SB_J_143
f.SB_J_143.701_702	NAME	701/702	SB_J_143
f.SB_J_143.705_705	LOCATION	705/705	SB_J_143
f.SB_J_143.706_708	DATE	706/708	SB_J_143
f.SB_J_143.711_711	LOCATION	711/711	SB_J_143
f.SB_J_143.181_182	TIME	181/182	SB_J_143
f.SB_J_504.1_2	NAME	1/2	SB_J_504
f.SB_J_504.4_5	NAME	4/5	SB_J_504
f.SB_J_504.8_8	LOCATION	8/8	SB_J_504
f.SB_J_504.26_27	TIME	26/27	SB_J_504
f.SB_J_504.31_32	NAME	31/32	SB_J_504
f.SB_J_504.65_65	LOCATION	65/65	SB_J_504
f.SB_J_504.113_114	NAME	113/114	SB_J_504
f.SB_J_504.121_122	NAME	121/122	SB_J_504
f.SB_J_504.125_125	LOCATION	125/125	SB_J_504
f.SB_J_885.299_336		299/336	SB_J_885
f.SB_J_94.8_8	LOCATION	8/8	SB_J_94
f.SB_J_94.9_15	DATE	9/15	SB_J_94
f.SB_J_94.3_4	NAME	3/4	SB_J_94
f.SB_J_94.0_1	NAME	0/1	SB_J_94
f.SB_J_94.53_53	PRICE	53/53	SB_J_94
f.SB_J_94.36_36	LOCATION	36/36	SB_J_94
f.SB_J_94.56_58	NAME	56/58	SB_J_94
f.SB_J_94.71_73	NAME	71/73	SB_J_94
f.SB_J_94.116_116	LOCATION	116/116	SB_J_94
f.SB_J_94.213_213	NAME	213/213	SB_J_94
f.SB_J_94.237_237	NATION	237/237	SB_J_94
f.SB_J_94.240_240	LOCATION	240/240	SB_J_94
f.SB_J_94.242_242	LOCATION	242/242	SB_J_94
f.SB_J_94.245_245	DATE	245/245	SB_J_94
f.SB_J_94.287_287		287/287	SB_J_94
f.SB_J_94.329_330	NAME	329/330	SB_J_94
f.SB_J_94.344_345	MARKET	344/345	SB_J_94
f.SB_J_94.360_361	PRICE	360/361	SB_J_94
f.SB_J_94.368_369	PRICE	368/369	SB_J_94
f.SB_J_94.391_392	PRICE	391/392	SB_J_94
f.SB_J_94.428_429	NAME	428/429	SB_J_94
f.SB_J_94.459_460	NAME	459/460	SB_J_94
f.SB_J_94.466_466	LOCATION	466/466	SB_J_94
f.SB_J_94.471_471	LOCATION	471/471	SB_J_94
f.SB_J_94.474_474	LOCATION	474/474	SB_J_94
f.SB_J_94.486_486	LOCATION	486/486	SB_J_94
f.SB_J_94.475_477	DATE	475/477	SB_J_94
f.SB_J_94.6_6		6/6	SB_J_94
f.SB_J_94.405_409		405/409	SB_J_94
f.SB_J_95.6_6		6/6	SB_J_95
f.SB_J_95.9_15	DATE	9/15	SB_J_95
f.SB_J_95.8_8	LOCATION	8/8	SB_J_95
f.SB_J_95.0_1	NAME	0/1	SB_J_95
f.SB_J_95.3_4	NAME	3/4	SB_J_95
f.SB_J_95.29_29	LOCATION	29/29	SB_J_95
f.SB_J_95.30_34	DATE	30/34	SB_J_95
f.SB_J_95.77_77	TIME	77/77	SB_J_95
f.SB_J_95.125_125	LOCATION	125/125	SB_J_95
f.SB_J_95.151_152	NAME	151/152	SB_J_95
f.SB_J_95.156_157	NAME	156/157	SB_J_95
f.SB_J_95.153_153	PRICE	153/153	SB_J_95
f.SB_J_95.158_160	PRICE	158/160	SB_J_95
f.SB_J_95.162_165	PRICE	162/165	SB_J_95
f.SB_J_95.171_175	DATE	171/175	SB_J_95
f.SB_J_95.186_189	PRICE	186/189	SB_J_95
f.SB_J_95.192_193	NAME	192/193	SB_J_95
f.SB_J_95.204_205	PRICE	204/205	SB_J_95
f.SB_J_95.207_208	PRICE	207/208	SB_J_95
f.SB_J_95.219_220	NAME	219/220	SB_J_95
f.SB_J_95.222_223	NAME	222/223	SB_J_95
f.SB_J_95.228_229	PRICE	228/229	SB_J_95
f.SB_J_95.240_240	PRICE	240/240	SB_J_95
f.SB_J_95.285_287	TIME	285/287	SB_J_95
f.SB_J_95.329_333		329/333	SB_J_95
f.SB_J_95.342_343	NAME	342/343	SB_J_95
f.SB_J_95.333_333	GOD	333/333	SB_J_95
f.SB_J_95.349_350	NAME	349/350	SB_J_95
f.SB_J_95.353_354	LOCATION	353/354	SB_J_95
f.SB_J_95.356_356	LOCATION	356/356	SB_J_95
f.SB_J_95.359_360	LOCATION	359/360	SB_J_95
f.SB_J_95.362_363	NAME	362/363	SB_J_95
f.SB_J_95.366_368	DATE	366/368	SB_J_95
f.SB_J_95.373_374	MARKET	373/374	SB_J_95
f.SB_J_95.378_381	DATE	378/381	SB_J_95
f.SB_J_96.79_82	PRICE	79/82	SB_J_96
f.SB_J_96.92_93	PRICE	92/93	SB_J_96
f.SB_J_97.1_2	NAME	1/2	SB_J_97
f.SB_J_97.4_5	NAME	4/5	SB_J_97
f.SB_J_97.7_7		7/7	SB_J_97
f.SB_J_97.9_9	LOCATION	9/9	SB_J_97
f.SB_J_97.10_14	DATE	10/14	SB_J_97
f.SB_J_97.78_78	NAME	78/78	SB_J_97
f.SB_J_97.81_85	DATE	81/85	SB_J_97
f.SB_J_97.89_90	NAME	89/90	SB_J_97
f.SB_J_97.92_93	DATE	92/93	SB_J_97
f.SB_J_97.121_122	NAME	121/122	SB_J_97
f.SB_J_97.151_152	NAME	151/152	SB_J_97
f.SB_J_97.212_213	NAME	212/213	SB_J_97
f.SB_J_97.270_270	GOD	270/270	SB_J_97
f.SB_J_97.272_273	NAME	272/273	SB_J_97
f.SB_J_97.298_299	NAME	298/299	SB_J_97
f.SB_J_97.305_305	LOCATION	305/305	SB_J_97
f.SB_J_97.310_310	LOCATION	310/310	SB_J_97
f.SB_J_98.1_2	NAME	1/2	SB_J_98
f.SB_J_98.4_5	NAME	4/5	SB_J_98
f.SB_J_98.8_8	LOCATION	8/8	SB_J_98
f.SB_J_98.9_13	DATE	9/13	SB_J_98
f.SB_J_98.59_59	NAME	59/59	SB_J_98
f.SB_J_98.82_82	LOCATION	82/82	SB_J_98
f.SB_J_98.87_87	LOCATION	87/87	SB_J_98
f.SB_J_98.172_172	LOCATION	172/172	SB_J_98
f.SB_J_98.91_91	LOCATION	91/91	SB_J_98
f.SB_J_98.487_487	LOCATION	487/487	SB_J_98
f.SB_J_98.492_492	LOCATION	492/492	SB_J_98
f.SB_J_98.97_98	PRICE	97/98	SB_J_98
f.SB_J_98.112_113	PRICE	112/113	SB_J_98
f.SB_J_98.183_183	NAME	183/183	SB_J_98
f.SB_J_98.188_189	PRICE	188/189	SB_J_98
f.SB_J_98.199_200	NAME	199/200	SB_J_98
f.SB_J_98.250_252	NAME	250/252	SB_J_98
f.SB_J_98.257_257	NAME	257/257	SB_J_98
f.SB_J_98.258_258	GOD	258/258	SB_J_98
f.SB_J_98.310_312	GOD	310/312	SB_J_98
f.SB_J_98.332_334	DATE	332/334	SB_J_98
f.SB_J_98.371_372	NAME	371/372	SB_J_98
f.SB_J_98.381_382	NAME	381/382	SB_J_98
f.SB_J_98.394_394	NAME	394/394	SB_J_98
f.SB_J_98.400_400	NAME	400/400	SB_J_98
f.SB_J_98.440_440	DATE	440/440	SB_J_98
f.SB_J_98.480_481	NAME	480/481	SB_J_98
f.SB_J_98.202_203	LOCATION	202/203	SB_J_98
f.SB_J_98.214_215	LOCATION	214/215	SB_J_98
f.SB_J_98.226_229	TIME	226/229	SB_J_98
f.SB_J_98.295_296	TIME	295/296	SB_J_98
f.SB_J_98.405_405	TIME	405/405	SB_J_98
f.SB_J_99.1_2	NAME	1/2	SB_J_99
f.SB_J_99.4_5	NAME	4/5	SB_J_99
f.SB_J_99.7_7		7/7	SB_J_99
f.SB_J_99.9_9	LOCATION	9/9	SB_J_99
f.SB_J_99.38_42	TIME	38/42	SB_J_99
f.SB_J_99.51_55	TIME	51/55	SB_J_99
f.SB_J_99.65_66	NAME	65/66	SB_J_99
f.SB_J_99.68_69	NAME	68/69	SB_J_99
f.SB_J_99.84_84	LOCATION	84/84	SB_J_99
f.SB_J_99.97_98	NAME	97/98	SB_J_99
f.SB_J_99.106_106	LOCATION	106/106	SB_J_99
f.SB_J_99.112_112	LOCATION	112/112	SB_J_99
f.SB_J_99.108_109	LOCATION	108/109	SB_J_99
f.SB_J_99.128_128	LOCATION	128/128	SB_J_99
f.SB_J_99.150_151	NAME	150/151	SB_J_99
f.SB_J_99.153_154	NAME	153/154	SB_J_99
f.SB_J_99.171_172	NAME	171/172	SB_J_99
f.SB_J_99.208_210	NAME	208/210	SB_J_99
f.SB_J_99.216_217	NAME	216/217	SB_J_99
f.SB_J_99.235_235	GOD	235/235	SB_J_99
f.SB_J_99.273_274	NAME	273/274	SB_J_99
f.SB_J_99.276_278	NAME	276/278	SB_J_99
f.SB_J_99.280_280	LOCATION	280/280	SB_J_99
f.SB_J_99.347_348	NAME	347/348	SB_J_99
f.SB_J_99.383_385	NAME	383/385	SB_J_99
f.SB_J_99.396_397	NATION	396/397	SB_J_99
f.SB_J_99.409_410	NATION	409/410	SB_J_99
f.SB_J_99.418_418	LOCATION	418/418	SB_J_99
f.SB_J_99.443_445		443/445	SB_J_99
f.SB_J_99.467_470	DATE	467/470	SB_J_99
f.SB_J_99.479_480	NAME	479/480	SB_J_99
f.SB_J_99.482_483	NAME	482/483	SB_J_99
f.SB_J_99.498_500	PRICE	498/500	SB_J_99
f.SB_J_99.504_506	PRICE	504/506	SB_J_99
f.SB_J_99.517_518	PRICE	517/518	SB_J_99
f.SB_J_99.538_539	NAME	538/539	SB_J_99
f.SB_J_99.551_552	PRICE	551/552	SB_J_99
f.SB_J_99.581_582	NAME	581/582	SB_J_99
f.SB_J_99.609_611	PRICE	609/611	SB_J_99
f.SB_J_99.613_617	DATE	613/617	SB_J_99
f.SB_J_99.623_624	NAME	623/624	SB_J_99
f.SB_J_99.628_629	PRICE	628/629	SB_J_99
f.SB_J_99.643_643	PRICE	643/643	SB_J_99
f.SB_J_99.647_648	NAME	647/648	SB_J_99
f.SB_J_99.651_652	NAME	651/652	SB_J_99
f.SB_J_99.683_684	NAME	683/684	SB_J_99
f.SB_J_99.691_691	LOCATION	691/691	SB_J_99
f.SB_J_99.772_772	LOCATION	772/772	SB_J_99
f.SB_J_99.269_269	TIME	269/269	SB_J_99
f.SB_J_99.465_466	NAME	465/466	SB_J_99
f.SB_J_100.1_2	NAME	1/2	SB_J_100
f.SB_J_100.4_5	NAME	4/5	SB_J_100
f.SB_J_100.8_8	LOCATION	8/8	SB_J_100
f.SB_J_100.9_13	DATE	9/13	SB_J_100
f.SB_J_100.45_45	GOD	45/45	SB_J_100
f.SB_J_100.50_50	LOCATION	50/50	SB_J_100
f.SB_J_100.53_53	LOCATION	53/53	SB_J_100
f.SB_J_100.74_74	TIME	74/74	SB_J_100
f.SB_J_100.92_93	DATE	92/93	SB_J_100
f.SB_J_100.141_142	NAME	141/142	SB_J_100
f.SB_J_100.169_170	NAME	169/170	SB_J_100
f.SB_J_100.221_221	LOCATION	221/221	SB_J_100
f.SB_J_100.224_225	NAME	224/225	SB_J_100
f.SB_J_100.246_246	NATION	246/246	SB_J_100
f.SB_J_100.344_344	NAME	344/344	SB_J_100
f.SB_J_100.393_394	LOCATION	393/394	SB_J_100
f.SB_J_100.396_396	NATION	396/396	SB_J_100
f.SB_J_100.419_419	DATE	419/419	SB_J_100
f.SB_J_100.441_442	NAME	441/442	SB_J_100
f.SB_J_100.476_477	PRICE	476/477	SB_J_100
f.SB_J_100.491_492	NAME	491/492	SB_J_100
f.SB_J_100.511_512	NAME	511/512	SB_J_100
f.SB_J_100.555_556	NAME	555/556	SB_J_100
f.SB_J_100.559_559	NAME	559/559	SB_J_100
f.SB_J_100.564_564	LOCATION	564/564	SB_J_100
f.SB_J_100.622_623	NAME	622/623	SB_J_100
f.SB_J_100.627_627	NAME	627/627	SB_J_100
f.SB_J_100.649_650	NAME	649/650	SB_J_100
f.SB_J_100.655_656	NAME	655/656	SB_J_100
f.SB_J_100.664_665	NAME	664/665	SB_J_100
f.SB_J_100.671_672	NAME	671/672	SB_J_100
f.SB_J_100.675_676	PRICE	675/676	SB_J_100
f.SB_J_100.690_691	NAME	690/691	SB_J_100
f.SB_J_100.697_697	LOCATION	697/697	SB_J_100
f.SB_J_100.703_705	NAME	703/705	SB_J_100
f.SB_J_100.707_707	LOCATION	707/707	SB_J_100
f.SB_J_100.236_239	TIME	236/239	SB_J_100
f.SB_J_100.385_385	TIME	385/385	SB_J_100
f.SB_J_100.472_479		472/479	SB_J_100
f.SB_J_100.496_496	TIME	496/496	SB_J_100
f.SB_J_102.1_2	NAME	1/2	SB_J_102
f.SB_J_102.4_5	NAME	4/5	SB_J_102
f.SB_J_102.7_7		7/7	SB_J_102
f.SB_J_102.9_9	LOCATION	9/9	SB_J_102
f.SB_J_102.10_15	DATE	10/15	SB_J_102
f.SB_J_102.35_39	DATE	35/39	SB_J_102
f.SB_J_102.46_47	NAME	46/47	SB_J_102
f.SB_J_100.169_171		169/171	SB_J_100
f.SB_J_101.5_6	NAME	5/6	SB_J_101
f.SB_J_101.9_9	NAME	9/9	SB_J_101
f.SB_J_101.30_30	LOCATION	30/30	SB_J_101
f.SB_J_101.31_35	DATE	31/35	SB_J_101
f.SB_J_101.58_58	DATE	58/58	SB_J_101
f.SB_J_101.64_64	LOCATION	64/64	SB_J_101
f.SB_J_101.66_68	NAME	66/68	SB_J_101
f.SB_J_101.240_241	DATE	240/241	SB_J_101
f.SB_J_101.313_313	LOCATION	313/313	SB_J_101
f.SB_J_101.343_343	LOCATION	343/343	SB_J_101
f.SB_J_101.500_500	LOCATION	500/500	SB_J_101
f.SB_J_101.579_579	LOCATION	579/579	SB_J_101
f.SB_J_101.585_587	NAME	585/587	SB_J_101
f.SB_J_101.612_613	NAME	612/613	SB_J_101
f.SB_J_101.670_670	LOCATION	670/670	SB_J_101
f.SB_J_101.675_675	PRICE	675/675	SB_J_101
f.SB_J_101.684_684	PRICE	684/684	SB_J_101
f.SB_J_101.686_688	NAME	686/688	SB_J_101
f.SB_J_101.719_720	NAME	719/720	SB_J_101
f.SB_J_101.705_705	PRICE	705/705	SB_J_101
f.SB_J_101.783_783	LOCATION	783/783	SB_J_101
f.SB_J_101.814_814	GOD	814/814	SB_J_101
f.SB_J_101.822_822	LOCATION	822/822	SB_J_101
f.SB_J_101.823_828	DATE	823/828	SB_J_101
f.SB_J_101.830_831	NAME	830/831	SB_J_101
f.SB_J_101.841_842	NAME	841/842	SB_J_101
f.SB_J_101.867_867	LOCATION	867/867	SB_J_101
f.SB_J_101.875_876	NAME	875/876	SB_J_101
f.SB_J_101.893_894	NAME	893/894	SB_J_101
f.SB_J_101.900_900	LOCATION	900/900	SB_J_101
f.SB_J_101.905_906	LOCATION	905/906	SB_J_101
f.SB_J_101.908_908	LOCATION	908/908	SB_J_101
f.SB_J_101.411_411	TIME	411/411	SB_J_101
f.SB_J_101.256_258	TIME	256/258	SB_J_101
f.SB_J_101.456_457	PRICE	456/457	SB_J_101
f.SB_J_102.32_39		32/39	SB_J_102
f.SB_J_102.57_58	PRICE	57/58	SB_J_102
f.SB_J_102.71_72	NAME	71/72	SB_J_102
f.SB_J_102.97_97	LOCATION	97/97	SB_J_102
f.SB_J_102.106_106	NAME	106/106	SB_J_102
f.SB_J_102.127_127	NAME	127/127	SB_J_102
f.SB_J_102.135_136	NAME	135/136	SB_J_102
f.SB_J_102.148_148	PRICE	148/148	SB_J_102
f.SB_J_102.152_155	DATE	152/155	SB_J_102
f.SB_J_102.157_158	NAME	157/158	SB_J_102
f.SB_J_102.171_172	NAME	171/172	SB_J_102
f.SB_J_102.178_178	TIME	178/178	SB_J_102
f.SB_J_102.250_251	NAME	250/251	SB_J_102
f.SB_J_102.285_286	PRICE	285/286	SB_J_102
f.SB_J_102.293_294	NAME	293/294	SB_J_102
f.SB_J_102.301_302	NAME	301/302	SB_J_102
f.SB_J_102.321_322	NAME	321/322	SB_J_102
f.SB_J_102.390_392		390/392	SB_J_102
f.SB_J_102.412_413	NAME	412/413	SB_J_102
f.SB_J_102.421_422	NAME	421/422	SB_J_102
f.SB_J_102.428_428	LOCATION	428/428	SB_J_102
f.SB_J_102.433_433	LOCATION	433/433	SB_J_102
f.SB_J_102.436_437	NAME	436/437	SB_J_102
f.SB_J_102.440_440	LOCATION	440/440	SB_J_102
f.SB_J_102.441_443	DATE	441/443	SB_J_102
f.SB_J_102.446_446	LOCATION	446/446	SB_J_102
f.SB_J_102.447_450	DATE	447/450	SB_J_102
f.SB_J_103.1_3	NAME	1/3	SB_J_103
f.SB_J_103.5_6	NAME	5/6	SB_J_103
f.SB_J_103.8_9	NAME	8/9	SB_J_103
f.SB_J_103.18_19	NAME	18/19	SB_J_103
f.SB_J_103.30_30	LOCATION	30/30	SB_J_103
f.SB_J_103.31_35	DATE	31/35	SB_J_103
f.SB_J_103.46_46	LOCATION	46/46	SB_J_103
f.SB_J_103.51_55	NAME	51/55	SB_J_103
f.SB_J_103.64_64	LOCATION	64/64	SB_J_103
f.SB_J_103.65_65	GOD	65/65	SB_J_103
f.SB_J_102.265_265	TIME	265/265	SB_J_102
f.SB_J_102.376_376	TIME	376/376	SB_J_102
f.SB_J_103.87_88	NAME	87/88	SB_J_103
f.SB_J_103.97_97	LOCATION	97/97	SB_J_103
f.SB_J_103.152_152	LOCATION	152/152	SB_J_103
f.SB_J_103.169_171	NAME	169/171	SB_J_103
f.SB_J_103.176_176	LOCATION	176/176	SB_J_103
f.SB_J_103.186_186	DATE	186/186	SB_J_103
f.SB_J_103.202_202	LOCATION	202/202	SB_J_103
f.SB_J_103.207_207	LOCATION	207/207	SB_J_103
f.SB_J_103.229_231	NAME	229/231	SB_J_103
f.SB_J_103.224_225	TIME	224/225	SB_J_103
f.SB_J_103.251_253	NAME	251/253	SB_J_103
f.SB_J_103.276_278	NAME	276/278	SB_J_103
f.SB_J_103.295_297	NAME	295/297	SB_J_103
f.SB_J_103.298_300	NAME	298/300	SB_J_103
f.SB_J_103.307_307	LOCATION	307/307	SB_J_103
f.SB_J_103.351_352	GOD	351/352	SB_J_103
f.SB_J_103.360_360	LOCATION	360/360	SB_J_103
f.SB_J_103.361_364	DATE	361/364	SB_J_103
f.SB_J_103.370_371	NAME	370/371	SB_J_103
f.SB_J_103.382_384	NAME	382/384	SB_J_103
f.SB_J_103.400_400	LOCATION	400/400	SB_J_103
f.SB_J_103.419_421	NAME	419/421	SB_J_103
f.SB_J_103.427_427	LOCATION	427/427	SB_J_103
f.SB_J_103.79_81	TIME	79/81	SB_J_103
f.SB_J_103.189_190	TIME	189/190	SB_J_103
f.SB_J_103.348_348	TIME	348/348	SB_J_103
f.SB_J_104.1_2	NAME	1/2	SB_J_104
f.SB_J_104.4_5	NAME	4/5	SB_J_104
f.SB_J_104.7_7		7/7	SB_J_104
f.SB_J_104.9_9	LOCATION	9/9	SB_J_104
f.SB_J_104.10_15	DATE	10/15	SB_J_104
f.SB_J_104.45_46	NAME	45/46	SB_J_104
f.SB_J_104.36_40	DATE	36/40	SB_J_104
f.SB_J_104.72_72	LOCATION	72/72	SB_J_104
f.SB_J_104.85_86	NAME	85/86	SB_J_104
f.SB_J_104.92_92	PRICE	92/92	SB_J_104
f.SB_J_104.171_172	NAME	171/172	SB_J_104
f.SB_J_104.186_187	NAME	186/187	SB_J_104
f.SB_J_104.189_190	NAME	189/190	SB_J_104
f.SB_J_104.192_193	NAME	192/193	SB_J_104
f.SB_J_104.203_204	PRICE	203/204	SB_J_104
f.SB_J_104.206_207	NAME	206/207	SB_J_104
f.SB_J_104.218_219	NAME	218/219	SB_J_104
f.SB_J_104.236_237	NAME	236/237	SB_J_104
f.SB_J_104.249_250	NAME	249/250	SB_J_104
f.SB_J_104.254_255	TIME	254/255	SB_J_104
f.SB_J_104.263_264	NAME	263/264	SB_J_104
f.SB_J_104.266_267	NAME	266/267	SB_J_104
f.SB_J_104.285_288	TIME	285/288	SB_J_104
f.SB_J_104.290_290	LOCATION	290/290	SB_J_104
f.SB_J_104.291_292	NAME	291/292	SB_J_104
f.SB_J_104.300_301	PRICE	300/301	SB_J_104
f.SB_J_104.308_308	LOCATION	308/308	SB_J_104
f.SB_J_104.318_319	MARKET	318/319	SB_J_104
f.SB_J_104.321_321	MARKET	321/321	SB_J_104
f.SB_J_104.331_331	PRICE	331/331	SB_J_104
f.SB_J_104.345_345	PRICE	345/345	SB_J_104
f.SB_J_104.354_355	NAME	354/355	SB_J_104
f.SB_J_104.418_420	NAME	418/420	SB_J_104
f.SB_J_104.456_457	NAME	456/457	SB_J_104
f.SB_J_104.464_465	NAME	464/465	SB_J_104
f.SB_J_104.467_468	NAME	467/468	SB_J_104
f.SB_J_104.481_481	NAME	481/481	SB_J_104
f.SB_J_104.492_494		492/494	SB_J_104
f.SB_J_104.522_523	NAME	522/523	SB_J_104
f.SB_J_104.531_532	NAME	531/532	SB_J_104
f.SB_J_104.538_538	LOCATION	538/538	SB_J_104
f.SB_J_104.543_544	NAME	543/544	SB_J_104
f.SB_J_104.546_547	LOCATION	546/547	SB_J_104
f.SB_J_104.549_549	LOCATION	549/549	SB_J_104
f.SB_J_104.552_553	NAME	552/553	SB_J_104
f.SB_J_104.556_556	LOCATION	556/556	SB_J_104
f.SB_J_104.557_560	DATE	557/560	SB_J_104
f.SB_J_104.563_563	LOCATION	563/563	SB_J_104
f.SB_J_104.564_567	DATE	564/567	SB_J_104
f.SB_J_104.48_52	DATE	48/52	SB_J_104
f.SB_J_104.77_78	TIME	77/78	SB_J_104
f.SB_J_104.81_81	TIME	81/81	SB_J_104
f.SB_J_104.119_119	TIME	119/119	SB_J_104
f.SB_J_105.1_2	NAME	1/2	SB_J_105
f.SB_J_105.4_5	NAME	4/5	SB_J_105
f.SB_J_105.7_7		7/7	SB_J_105
f.SB_J_105.9_9	LOCATION	9/9	SB_J_105
f.SB_J_105.48_48	GOD	48/48	SB_J_105
f.SB_J_105.63_63	NAME	63/63	SB_J_105
f.SB_J_105.66_66	NAME	66/66	SB_J_105
f.SB_J_105.142_143	NAME	142/143	SB_J_105
f.SB_J_105.167_168	NAME	167/168	SB_J_105
f.SB_J_105.171_172	NAME	171/172	SB_J_105
f.SB_J_105.184_185	NAME	184/185	SB_J_105
f.SB_J_105.202_203	NAME	202/203	SB_J_105
f.SB_J_105.208_209	NAME	208/209	SB_J_105
f.SB_J_105.216_219	DATE	216/219	SB_J_105
f.SB_J_105.260_261	MARKET	260/261	SB_J_105
f.SB_J_105.263_264	NAME	263/264	SB_J_105
f.SB_J_105.282_282	NAME	282/282	SB_J_105
f.SB_J_105.381_381	LOCATION	381/381	SB_J_105
f.SB_J_105.461_463	NAME	461/463	SB_J_105
f.SB_J_105.464_465	NAME	464/465	SB_J_105
f.SB_J_105.478_479	NAME	478/479	SB_J_105
f.SB_J_105.515_516	NAME	515/516	SB_J_105
f.SB_J_105.525_526	NAME	525/526	SB_J_105
f.SB_J_105.561_562	NAME	561/562	SB_J_105
f.SB_J_105.608_609	NAME	608/609	SB_J_105
f.SB_J_105.690_690	GOD	690/690	SB_J_105
f.SB_J_105.697_700	TIME	697/700	SB_J_105
f.SB_J_105.709_710	PRICE	709/710	SB_J_105
f.SB_J_105.716_717	PRICE	716/717	SB_J_105
f.SB_J_105.721_722	NAME	721/722	SB_J_105
f.SB_J_105.733_734	NAME	733/734	SB_J_105
f.SB_J_105.731_731	LOCATION	731/731	SB_J_105
f.SB_J_105.736_737	NAME	736/737	SB_J_105
f.SB_J_105.755_756	NAME	755/756	SB_J_105
f.SB_J_105.786_786	LOCATION	786/786	SB_J_105
